Filename,Tags,Objects,Describe,Category,Logos,Faces,Landmarks,Texts
museo_2.jpg,"['indoor', 'floor', 'musical instrument', 'person', 'guitar', 'text', 'clothing', 'concert', 'drum', 'music', 'room']","['string instrument', 'person', 'person', 'person']",['a man and a woman playing musical instruments'],['indoor_'],[],0,[],"[""'"", '0', '40W', '08']"
office_1.jpg,"['person', 'indoor', 'laptop', 'table', 'sitting', 'computer', 'working', 'office building', 'desk', 'furniture', 'text', 'computer monitor']","['person', 'person', 'person', 'Laptop', 'Laptop', 'person']",['a group of people sitting around a table with laptops'],['people_many'],[],1,[],[]
beach.jpg,"['sky', 'water', 'outdoor', 'swimming', 'people', 'beach', 'water sport', 'ocean', 'surfing', 'shore']","['person', 'person']",['a group of people in the water'],['outdoor_oceanbeach'],[],0,[],[]
boxing.jpg,"['sport', 'sports equipment', 'striking combat sports', 'combat sport', 'contact sport', 'boxing ring', 'mixed martial arts', 'boxing', 'boxing equipment', 'wrestling', 'boxing glove', 'indoor', 'professional boxing', 'strike', 'wrestler', 'boxer', 'aggression', 'referee', 'sanshou', 'muay thai', 'amateur boxing', 'puroresu', 'shoot boxing', 'punch', 'kickboxing', 'man', 'bodybuilding', 'physical fitness', 'pradal serey', 'bodybuilder', 'individual sports', 'muscle', 'competition event', 'combat']","['football helmet', 'football helmet', 'headwear', 'person', 'person', 'person']",['a boxing match in a ring'],"['others_', 'outdoor_']",[],2,[],[]
F1.jpg,"['person', 'vehicle', 'land vehicle', 'colorful', 'crowd']",[],['a person standing in front of a race car in a race track'],['outdoor_'],[],0,[],[]
futis.jpg,"['smoke', 'fireworks', 'crowd']",['person'],['a large crowd of people watching a football match'],['people_crowd'],[],0,[],[]
gym_1.jpg,"['person', 'road', 'sport', 'physical fitness', 'outdoor', 'footwear', 'exercise', 'knee', 'exercise equipment', 'exercise device', 'barbell']","['Dumbbell', 'Dumbbell', 'person', 'person']",['a man working out in a gym'],"['outdoor_', 'people_crowd']",[],0,[],[]
sulkkis1.jpg,"['person', 'sports equipment', 'sport', 'stadium']","['person', 'person']",['a group of people playing tennis'],[],['Yonex'],0,[],"['Fraport.', 'Die', 'Airport', 'Manager.', 'YONEK']"
cry.jpg,"['indoor', 'human face', 'person', 'wall', 'bed', 'glasses', 'clothing', 'smile', 'man', 'human beard']","['Glasses', 'person']",['a person with the hand on the head'],['people_'],[],1,[],[]
joy.jpg,"['outdoor', 'water', 'sky', 'person', 'beach', 'swimwear', 'people', 'clothing', 'swimming pool', 'swimsuit', 'swimming']","['person', 'person', 'person']",['Yukie Nakayama and woman in a pool'],"['outdoor_', 'people_swimming']",[],1,[],[]
etiketti.png,"['text', 'screenshot', 'newspaper', 'typography', 'font', 'document']",[],"['text, table']","['text_', 'text_sign']",[],0,[],"['Nutrition', 'Facts', 'Amount', 'Per', 'Serving', 'st:e:', 'bar', '(40g)', 'Total', 'Fat', '13g', 'Servno', 'Per', 'Package:', '4', 'Saturated', 't', '1.5', 'g', 'Amount', 'Per', 'Serving', 'alories', '190', 'ories', 'from', 'Fat', '110', 't', 'Daily', 'Values', 'are', 'based', 'Trans', 'Fat', 'Og', 'Cholesterol', 'Omg', 'Sodium', '20mo']"
liberty.jpg,"['statue', 'sculpture', 'outdoor', 'sky']",[],['a statue of a person holding a torch'],['object_sculpture'],[],0,[],[]
logos.jpg,"['text', 'design', 'screenshot', 'graphic', 'typography', 'font', 'logo', 'internet', 'template', 'graphic design', 'banner', 'vector']",['golf ball'],"['logo, company name']","['others_', 'text_sign']","['Google', 'eBay']",0,[],"['Google', 'flickr•', 'digg', 'WIKIPEDIA']"
protest_4.jpg,"['person', 'clothing', 'ceiling', 'people', 'restaurant']","['person', 'person', 'chair', 'person', 'chair', 'person']",['a group of people in a building'],"['others_', 'outdoor_', 'people_show']",[],1,[],[]
airport_1.jpg,"['clothing', 'ceiling', 'person', 'indoor', 'floor', 'man', 'standing', 'text', 'people', 'airport', 'footwear', 'group', 'woman', 'several']","['person', 'person', 'person', 'person', 'person', 'person', 'person']",['a group of people at a mall'],['indoor_'],[],0,[],"['e', 'International', 'arrivals', 'FREE/GRATlS/GRATUlTiFRE', 'T/FREE/GRATiS/GRAUJiT', 'potential', 'Ifs', ""can't."", ""'VRM'""]"
festari.jpg,"['person', 'concert', 'music', 'outdoor', 'large', 'band', 'live music', 'people', 'man', 'gig', 'clothing', 'group', 'crowd', 'huge']",[],['a band playing on a stage'],['people_crowd'],[],0,[],[]
kick_boxing.jpg,"['person', 'dance', 'boxing', 'sport', 'man', 'dancer']","['person', 'person']",['a couple of men fighting'],['others_'],[],1,[],[]
colosseum.jpg,"['building', 'sky', 'outdoor', 'ruins', 'amphitheatre', 'ruin', 'old', 'ancient rome', 'stone', 'castle', 'arch']",[],['a large stone building with Colosseum in the background'],"['building_', 'others_', 'outdoor_']",[],0,['Colosseum'],[]
mcdonalds.jpg,"['sky', 'outdoor', 'road', 'text', 'car', 'vehicle', 'land vehicle', 'billboard', 'building', 'restaurant', 'shop', 'sign']","['car', 'car', 'car']",['a street corner with cars and a building with a palm tree'],['building_street'],"[""McDonald's""]",0,[],"['Av.', 'Macheros', '\\vDona', ""'s"", ""McDonald's""]"
stadium.jpg,"['sky', 'baseball', 'grass', 'text', 'outdoor', 'billboard']",['Scoreboard'],['a baseball stadium with many scoreboards'],"['outdoor_', 'outdoor_sportsfield']",[],0,[],"['ARMT', 'ON', '@pepsi', 'Bank', 'of', 'America', '0', 'e', '00', '0', 'eco', 'o', 'THIS', 'BUDS,', 'FOR', 'YOU.', '16', '35', 'WALKER', 'EGATORADBI', '47', 'TREVOR', 'BAUER', '•', 'nst', '2018', 'SEASON', 'sars', 'ERA', '7', '2-2', '4•t2', '2.22', 'R,', 'C', 'PEREZ', '51', '10.28', '0.99', 'PITCH""""', 'LINE', '4.1', '0', '0', '0', 'lgg5', '3', 'ANO', '1', 'HIT', 'BY', 'PITCH', 'OVER', 'HIS', 'LAST', 'a', 'NEW', 'YANKEES', '231', 'la', 'wnxn', '38', '287', 'ss', '.378', '2018', 'SEASON', 'srars', 'AVG', 'HR', 'REI', 'LASI', 'AB', '2ND.UNEOUTT01ST', 'R', 'H', 'E', 'BALLS', 'OUTS', '1306', '0005', '""C-ARTHY', 'THE', 'NL', 'IN', 'RUNS.', 'OBP', 'ANO', 'SIG', '30', '50', 'SF', '32', 'ATL', '34', 'BAL', 'OAK', ""S'"", 'WSH', '32', '31', 'MIN', 'O', 'S3CwS', '57', '3', 'S', 'TEX', '45', '32', 'SEA', '23', '39', 'KC', 'LAD', '45', 'MIL', 'STARRCOMPANIES', 'GLOBAL', 'INSURANCE', 'AT&T', 'A', 'DELTA', '23', '00001', ',', 'INDIANS', 'YANKEES', '0', '00', '0', '!PCOÖHÅIOR', 'HotelTonight', 'STANLEY', 'stubHub', 'StubHub', 'StubHub', '2', '1', 'CASIO', 'HESS', '*', 'TOYOTA', '0', 'TOYOTA', 'COACH', '""ODELL\'S', 'G', 'GATORADE', 'G']"
mall.jpg,"['text', 'indoor', 'building', 'city', 'shop', 'person', 'store', 'plaza', 'several']",[],['a large group of people in a mall'],['indoor_marketstore'],[],0,[],[]
asema.jpg,"['furniture', 'indoor', 'chair', 'text', 'table', 'building', 'kitchen & dining room table', 'interior']",['chair'],['a building with benches and a blue post'],['indoor_'],[],0,[],[]
asema2.jpg,"['clothing', 'person', 'footwear', 'jeans', 'man', 'trousers', 'woman']","['person', 'plant', 'handbag', 'person', 'person', 'person']",['a group of people walking down a hall'],"['indoor_', 'outdoor_']",[],0,[],[]
knife.jpg,"['table', 'indoor', 'wooden', 'board', 'food', 'bowl', 'coffee', 'fruit', 'tableware', 'arranged', 'several']","['Food', 'Kitchen utensil']",['a cutting board with vegetables and fruit'],['others_'],[],0,[],[]
axe.jpg,"['tree', 'person', 'outdoor', 'sky', 'musical instrument', 'man', 'clothing', 'hat', 'tool', 'broom']",['person'],['a person holding a chainsaw'],"['others_', 'outdoor_']",[],0,[],[]
office_2.jpg,"['person', 'indoor', 'computer', 'wall', 'laptop', 'design', 'clothing', 'whiteboard', 'text', 'classroom', 'people', 'group', 'working', 'desk']","['person', 'person', 'person', 'person', 'person', 'Laptop', 'office building']",['a group of people sitting around a table with laptops'],"['others_', 'people_many']",[],0,[],[]
workers.jpg,"['construction', 'sky', 'scaffolding']",['person'],['a group of men on a building'],"['outdoor_', 'outdoor_street']",[],0,[],"['يو""', 'يم:', 'يي', '.', 'يري', 'يير', 'سسرسرسر', ':', 'و', 'ي', ':س..ي:', 'اسس', 'س', '،', 'ح', 'ء', '2-ج:', 'أ:', 'لا', 'ي:', '.', 'ث؛', 'ففقو', 'ذ', 'ف', ':5', 'ااعا""الاااللأمء:', 'درز', 'ا', 'ا■:«', ':', '«سن', '«وور', 'بررر', 'أم.', 'i.::}öiiil\\liii}ii\\iii;iki-', 'ii', 'ر،', 'واك', 'ببيبإيإي؛ا', 'اي!:ى', 'ii!i!iiiitiii„g••—e„±?*+<', 'لاب', 'سبيس.']"
protest_4.jpg,"['person', 'clothing', 'ceiling', 'people', 'restaurant']","['person', 'person', 'chair', 'person', 'chair', 'person']",['a group of people in a building'],"['others_', 'outdoor_', 'people_show']",[],1,[],[]
workers.jpg,"['construction', 'sky', 'scaffolding']",['person'],['a group of men on a building'],"['outdoor_', 'outdoor_street']",[],0,[],"['يو""', 'يم:', 'يي', '.', 'يري', 'يير', 'سسرسرسر', ':', 'و', 'ي', ':س..ي:', 'اسس', 'س', '،', 'ح', 'ء', '2-ج:', 'أ:', 'لا', 'ي:', '.', 'ث؛', 'ففقو', 'ذ', 'ف', ':5', 'ااعا""الاااللأمء:', 'درز', 'ا', 'ا■:«', ':', '«سن', '«وور', 'بررر', 'أم.', 'i.::}öiiil\\liii}ii\\iii;iki-', 'ii', 'ر،', 'واك', 'ببيبإيإي؛ا', 'اي!:ى', 'ii!i!iiiitiii„g••—e„±?*+<', 'لاب', 'سبيس.']"
airport_1.jpg,"['clothing', 'ceiling', 'person', 'indoor', 'floor', 'man', 'standing', 'text', 'people', 'airport', 'footwear', 'group', 'woman', 'several']","['person', 'person', 'person', 'person', 'person', 'person', 'person']",['a group of people at a mall'],['indoor_'],[],0,[],"['e', 'International', 'arrivals', 'FREE/GRATlS/GRATUlTiFRE', 'T/FREE/GRATiS/GRAUJiT', 'potential', 'Ifs', ""can't."", ""'VRM'""]"
festari.jpg,"['person', 'concert', 'music', 'outdoor', 'large', 'band', 'live music', 'people', 'man', 'gig', 'clothing', 'group', 'crowd', 'huge']",[],['a band playing on a stage'],['people_crowd'],[],0,[],[]
